Month,Department,Complaint Type,Location Type,Zipcode,Borough
November,New York City Police Department,Noise - Commercial,Store/Commercial,11218,BROOKLYN
November,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10012,MANHATTAN
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11225,BROOKLYN
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10009,MANHATTAN
November,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10012,MANHATTAN
November,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10472,BRONX
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11103,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11377,QUEENS
November,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10307,STATEN ISLAND
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11229,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11373,QUEENS
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11364,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,10472,BRONX
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11369,QUEENS
November,New York City Police Department,Noise - House of Worship,House of Worship,11225,BROOKLYN
November,New York City Police Department,Noise - Commercial,Store/Commercial,10025,MANHATTAN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11219,BROOKLYN
November,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10002,MANHATTAN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11233,BROOKLYN
November,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10002,MANHATTAN
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11432,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11429,QUEENS
November,New York City Police Department,Noise - House of Worship,House of Worship,10025,MANHATTAN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11418,QUEENS
November,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10461,BRONX
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11104,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11230,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11373,QUEENS
November,New York City Police Department,Vending,Store/Commercial,10001,MANHATTAN
November,New York City Police Department,Noise - Vehicle,Street/Sidewalk,11217,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,10305,STATEN ISLAND
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11377,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11236,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,10472,BRONX
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11225,BROOKLYN
November,New York City Police Department,Noise - House of Worship,House of Worship,11385,QUEENS
November,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,11230,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11210,BROOKLYN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11210,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11225,BROOKLYN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11210,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,10312,STATEN ISLAND
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11366,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,10033,MANHATTAN
November,New York City Police Department,Homeless Encampment,Street/Sidewalk,11207,BROOKLYN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11369,QUEENS
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11211,BROOKLYN
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11218,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11417,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11229,BROOKLYN
November,New York City Police Department,Derelict Vehicle,Street/Sidewalk,11417,QUEENS
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11230,BROOKLYN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,10001,MANHATTAN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11229,BROOKLYN
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11106,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11218,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11385,QUEENS
November,New York City Police Department,Noise - Commercial,Store/Commercial,11373,QUEENS
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11219,BROOKLYN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11220,BROOKLYN
November,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,11206,BROOKLYN
November,New York City Police Department,Noise - Commercial,Store/Commercial,10003,MANHATTAN
November,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10025,MANHATTAN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11360,QUEENS
November,New York City Police Department,Noise - Commercial,Store/Commercial,11206,BROOKLYN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11235,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11373,QUEENS
November,New York City Police Department,Homeless Encampment,Park/Playground,11209,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11418,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11373,QUEENS
November,New York City Police Department,Noise - Commercial,Store/Commercial,11206,BROOKLYN
November,New York City Police Department,Animal Abuse,Residential Building/House,10455,BRONX
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11421,QUEENS
November,New York City Police Department,Noise - Commercial,Store/Commercial,11206,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,10312,STATEN ISLAND
November,New York City Police Department,Noise - Commercial,Store/Commercial,11206,BROOKLYN
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11106,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11355,QUEENS
November,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,11385,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11218,BROOKLYN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,10462,BRONX
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11221,BROOKLYN
November,New York City Police Department,Homeless Encampment,Residential Building/House,10010,MANHATTAN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11230,BROOKLYN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11365,QUEENS
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10028,MANHATTAN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11433,QUEENS
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11368,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11236,BROOKLYN
November,New York City Police Department,Noise - Commercial,Store/Commercial,11206,BROOKLYN
November,New York City Police Department,Noise - Commercial,Store/Commercial,11206,BROOKLYN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,10314,STATEN ISLAND
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11230,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11369,QUEENS
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11418,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11369,QUEENS
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11378,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11361,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11214,BROOKLYN
November,New York City Police Department,Animal Abuse,Residential Building,10467,BRONX
November,New York City Police Department,Noise - Commercial,Store/Commercial,11206,BROOKLYN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11385,QUEENS
November,New York City Police Department,Illegal Parking,Street/Sidewalk,10075,MANHATTAN
November,New York City Police Department,Traffic,Street/Sidewalk,10022,MANHATTAN
November,Department of Parks and Recreation,DPR Internal,Park,10011,MANHATTAN
November,New York City Police Department,Animal Abuse,Residential Building/House,10451,BRONX
November,New York City Police Department,Illegal Parking,Street/Sidewalk,10466,BRONX
November,New York City Police Department,Derelict Vehicle,Street/Sidewalk,11237,BROOKLYN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11385,QUEENS
November,New York City Police Department,Noise - Commercial,Store/Commercial,11206,BROOKLYN
November,BCC - Brooklyn North,Derelict Vehicles,Street,11203,BROOKLYN
November,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10451,BRONX
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,10466,BRONX
November,BCC - Brooklyn South,Derelict Vehicles,Street,11218,BROOKLYN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11207,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,10461,BRONX
November,New York City Police Department,Noise - Commercial,Store/Commercial,11206,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11368,QUEENS
November,BCC - Queens East,Derelict Vehicles,Street,11360,QUEENS
November,New York City Police Department,Noise - Commercial,Store/Commercial,10012,MANHATTAN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11377,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11203,BROOKLYN
November,BCC - Queens West,Derelict Vehicles,Street,11106,QUEENS
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11385,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11218,BROOKLYN
November,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10461,BRONX
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11434,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11373,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11214,BROOKLYN
November,New York City Police Department,Noise - Vehicle,Street/Sidewalk,11208,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11378,QUEENS
November,New York City Police Department,Noise - Commercial,Store/Commercial,10025,MANHATTAN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,10018,MANHATTAN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,10310,STATEN ISLAND
November,New York City Police Department,Derelict Vehicle,Street/Sidewalk,11215,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11378,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11355,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11208,BROOKLYN
November,BCC - Brooklyn North,Derelict Vehicles,Street,11211,BROOKLYN
November,Bronx 10,Missed Collection (All Materials),Sidewalk,10461,BRONX
November,BCC - Brooklyn North,Derelict Vehicles,Street,11211,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11225,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11385,QUEENS
November,New York City Police Department,Derelict Vehicle,Street/Sidewalk,11418,QUEENS
November,New York City Police Department,Illegal Parking,Street/Sidewalk,10022,MANHATTAN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11229,BROOKLYN
November,Queens West 06,Sanitation Condition,Sidewalk,11375,QUEENS
November,New York City Police Department,Noise - Commercial,Store/Commercial,11101,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11229,BROOKLYN
November,New York City Police Department,Derelict Vehicle,Street/Sidewalk,11422,QUEENS
November,New York City Police Department,Vending,Street/Sidewalk,10013,MANHATTAN
November,New York City Police Department,Derelict Vehicle,Street/Sidewalk,11432,QUEENS
November,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10011,MANHATTAN
November,Bronx 03,Derelict Vehicles,Street,10456,BRONX
November,BCC - Brooklyn North,Sanitation Condition,Sidewalk,11207,BROOKLYN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11206,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11373,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11229,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11373,QUEENS
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11378,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11203,BROOKLYN
November,New York City Police Department,Homeless Encampment,Residential Building/House,10471,BRONX
November,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10451,BRONX
November,BCC - Queens West,Sanitation Condition,Sidewalk,11105,QUEENS
November,New York City Police Department,Illegal Parking,Street/Sidewalk,10308,STATEN ISLAND
November,New York City Police Department,Derelict Vehicle,Street/Sidewalk,11362,QUEENS
November,New York City Police Department,Homeless Encampment,Residential Building/House,11221,BROOKLYN
November,New York City Police Department,Vending,Street/Sidewalk,10013,MANHATTAN
November,New York City Police Department,Derelict Vehicle,Street/Sidewalk,10306,STATEN ISLAND
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,10460,BRONX
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11237,BROOKLYN
November,New York City Police Department,Noise - Commercial,Store/Commercial,11206,BROOKLYN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11237,BROOKLYN
November,New York City Police Department,Noise - Commercial,Store/Commercial,11216,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11220,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,10462,BRONX
November,Bronx 11,Sanitation Condition,Sidewalk,10462,BRONX
November,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10019,MANHATTAN
November,BCC - Queens East,Derelict Vehicles,Street,11356,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11220,BROOKLYN
November,New York City Police Department,Derelict Vehicle,Street/Sidewalk,11103,QUEENS
November,New York City Police Department,Noise - Commercial,Store/Commercial,11206,BROOKLYN
November,New York City Police Department,Noise - Commercial,Store/Commercial,11206,BROOKLYN
November,Department of Transportation,Street Condition,Street,10472,BRONX
November,Queens West 03,Derelict Vehicles,Street,11370,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11204,BROOKLYN
November,New York City Police Department,Noise - Commercial,Store/Commercial,11206,BROOKLYN
November,BCC - Queens East,Missed Collection (All Materials),Sidewalk,11004,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11385,QUEENS
November,New York City Police Department,Noise - Commercial,Store/Commercial,11206,BROOKLYN
November,New York City Police Department,Vending,Street/Sidewalk,10010,MANHATTAN
November,New York City Police Department,Derelict Vehicle,Street/Sidewalk,11230,BROOKLYN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11226,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11422,QUEENS
November,New York City Police Department,Illegal Parking,Street/Sidewalk,10038,MANHATTAN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11426,QUEENS
November,New York City Police Department,Derelict Vehicle,Street/Sidewalk,11693,QUEENS
November,New York City Police Department,Derelict Vehicle,Street/Sidewalk,11420,QUEENS
November,New York City Police Department,Noise - Commercial,Store/Commercial,11206,BROOKLYN
November,New York City Police Department,Noise - Commercial,Store/Commercial,11206,BROOKLYN
November,Manhattan 03,Sanitation Condition,Street,10002,MANHATTAN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,10453,BRONX
November,Manhattan 03,Sanitation Condition,Street,10002,MANHATTAN
November,New York City Police Department,Derelict Vehicle,Street/Sidewalk,11357,QUEENS
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11229,BROOKLYN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11222,BROOKLYN
November,New York City Police Department,Noise - Commercial,Store/Commercial,11206,BROOKLYN
November,New York City Police Department,Vending,Street/Sidewalk,11694,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11207,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11419,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11207,BROOKLYN
November,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,11233,BROOKLYN
November,New York City Police Department,Derelict Vehicle,Street/Sidewalk,11419,QUEENS
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11230,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11226,BROOKLYN
November,New York City Police Department,Vending,Street/Sidewalk,10022,MANHATTAN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11378,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11221,BROOKLYN
November,Manhattan 02,Missed Collection (All Materials),Sidewalk,10012,MANHATTAN
November,Manhattan 03,Sanitation Condition,Street,10002,MANHATTAN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11423,QUEENS
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11237,BROOKLYN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11219,BROOKLYN
November,Manhattan 03,Sanitation Condition,Street,10002,MANHATTAN
November,Manhattan 03,Sanitation Condition,Street,10002,MANHATTAN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11369,QUEENS
November,New York City Police Department,Illegal Parking,Street/Sidewalk,10039,MANHATTAN
November,Queens East 12,Missed Collection (All Materials),Sidewalk,11433,QUEENS
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11378,QUEENS
November,New York City Police Department,Vending,Street/Sidewalk,10022,MANHATTAN
November,BCC - Queens West,Derelict Vehicles,Street,11378,QUEENS
November,New York City Police Department,Illegal Parking,Street/Sidewalk,10040,MANHATTAN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11219,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,10466,BRONX
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11204,BROOKLYN
November,Department of Parks and Recreation,Animal in a Park,Park,11375,QUEENS
November,Queens East 12,Missed Collection (All Materials),Sidewalk,11434,QUEENS
November,Department of Parks and Recreation,Violation of Park Rules,Park,10021,MANHATTAN
November,Queens East 12,Missed Collection (All Materials),Sidewalk,11434,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11373,QUEENS
November,New York City Police Department,Illegal Parking,Street/Sidewalk,10304,STATEN ISLAND
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11369,QUEENS
November,BCC - Bronx,Missed Collection (All Materials),Sidewalk,10454,BRONX
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11223,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11354,QUEENS
November,New York City Police Department,Derelict Vehicle,Street/Sidewalk,11426,QUEENS
November,New York City Police Department,Traffic,Street/Sidewalk,10030,MANHATTAN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11419,QUEENS
November,New York City Police Department,Noise - Commercial,Store/Commercial,11206,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11214,BROOKLYN
November,BCC - Brooklyn South,Derelict Vehicles,Street,11220,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11218,BROOKLYN
November,New York City Police Department,Vending,Street/Sidewalk,11215,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,10460,BRONX
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11229,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11229,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11355,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11232,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11385,QUEENS
November,Department of Parks and Recreation,DPR Internal,Park,11417,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11214,BROOKLYN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11385,QUEENS
November,Department of Parks and Recreation,Damaged Tree,Street,11236,BROOKLYN
November,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10452,BRONX
November,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10023,MANHATTAN
November,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10002,MANHATTAN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11421,QUEENS
November,New York City Police Department,Derelict Vehicle,Street/Sidewalk,10303,STATEN ISLAND
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11418,QUEENS
November,BCC - Brooklyn South,Derelict Vehicles,Street,11223,BROOKLYN
November,New York City Police Department,Derelict Vehicle,Street/Sidewalk,11419,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11354,QUEENS
November,New York City Police Department,Animal Abuse,Residential Building/House,10457,BRONX
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11236,BROOKLYN
November,BCC - Staten Island,Derelict Vehicles,Street,10312,STATEN ISLAND
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11213,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11208,BROOKLYN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,10025,MANHATTAN
November,New York City Police Department,Derelict Vehicle,Street/Sidewalk,10312,STATEN ISLAND
November,BCC - Brooklyn South,Derelict Vehicles,Street,11236,BROOKLYN
November,New York City Police Department,Noise - Commercial,Store/Commercial,10005,MANHATTAN
November,BCC - Bronx,Missed Collection (All Materials),Sidewalk,10455,BRONX
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11421,QUEENS
November,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10025,MANHATTAN
November,BCC - Manhattan,Snow,Street,10027,MANHATTAN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11368,QUEENS
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11210,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,10458,BRONX
November,BCC - Brooklyn South,Missed Collection (All Materials),Sidewalk,11229,BROOKLYN
November,Department of Parks and Recreation,Animal in a Park,Park,10021,MANHATTAN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11203,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11361,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,10467,BRONX
November,New York City Police Department,Derelict Vehicle,Street/Sidewalk,11421,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11369,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11361,QUEENS
November,New York City Police Department,Drinking,Club/Bar/Restaurant,11216,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,10456,BRONX
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11238,BROOKLYN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11229,BROOKLYN
November,New York City Police Department,Derelict Vehicle,Street/Sidewalk,11419,QUEENS
November,BCC - Staten Island,Missed Collection (All Materials),Sidewalk,10312,STATEN ISLAND
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11225,BROOKLYN
November,A - Queens,Dirty Conditions,Sidewalk,11412,QUEENS
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11385,QUEENS
November,BCC - Brooklyn South,Missed Collection (All Materials),Sidewalk,11215,BROOKLYN
November,New York City Police Department,Derelict Vehicle,Street/Sidewalk,10016,MANHATTAN
November,Queens East 10,Derelict Vehicles,Street,11414,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11214,BROOKLYN
November,Queens East 12,Missed Collection (All Materials),Sidewalk,11433,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11203,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11206,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11204,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,10036,MANHATTAN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11374,QUEENS
November,Department of Transportation,Street Condition,Street,11385,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11365,QUEENS
November,Bronx 10,Sanitation Condition,Sidewalk,10465,BRONX
November,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10028,MANHATTAN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11435,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11435,QUEENS
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11207,BROOKLYN
November,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10036,MANHATTAN
November,Queens East 12,Derelict Vehicles,Street,11434,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,10468,BRONX
November,New York City Police Department,Illegal Parking,Street/Sidewalk,10468,BRONX
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,10462,BRONX
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11206,BROOKLYN
November,New York City Police Department,Noise - Vehicle,Street/Sidewalk,11208,BROOKLYN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11207,BROOKLYN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11378,QUEENS
November,New York City Police Department,Illegal Parking,Street/Sidewalk,10466,BRONX
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10014,MANHATTAN
November,New York City Police Department,Noise - Vehicle,Street/Sidewalk,11411,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11368,QUEENS
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11358,QUEENS
November,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,11208,BROOKLYN
November,New York City Police Department,Noise - Commercial,Store/Commercial,11206,BROOKLYN
November,New York City Police Department,Noise - Vehicle,Street/Sidewalk,11236,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11216,BROOKLYN
November,New York City Police Department,Drinking,Club/Bar/Restaurant,11368,QUEENS
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11207,BROOKLYN
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11206,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11208,BROOKLYN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11370,QUEENS
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11103,QUEENS
November,New York City Police Department,Noise - Commercial,Store/Commercial,11238,BROOKLYN
November,New York City Police Department,Illegal Parking,Street/Sidewalk,11229,BROOKLYN
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11226,BROOKLYN
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11211,BROOKLYN
November,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10003,MANHATTAN
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10023,MANHATTAN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11364,QUEENS
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10301,STATEN ISLAND
November,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10011,MANHATTAN
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10009,MANHATTAN
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10034,MANHATTAN
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10009,MANHATTAN
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,10302,STATEN ISLAND
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10471,BRONX
November,New York City Police Department,Blocked Driveway,Street/Sidewalk,11236,BROOKLYN
November,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11415,QUEENS
